id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts
source_6-75860,dolokoff dx syrup 100 ml,source_6,True,90.0,90.0,micro labs,100ml syrup in bottle,bottle,dextromethorphan
source_1-65168,dolokoffdx syrup 100 ml,source_1,True,82.55,72.644,micro labs,100,bottle syrup,dexchlorpheniramine4mg dextromethorphan10mg
source_6-75861,dolokoff syrup 100ml,source_6,True,69.5,61.16,micro labs,100ml syrup in bottle,bottle,chlorpheniramine codeine
source_6-75862,dolokoff syrup 60ml,source_6,True,40.88,35.97,micro labs,60ml syrup in bottle,bottle,chlorpheniramine codeine
source_7-90462,dololax 100mg tablet,source_7,True,28.0,24.39,alpa laboratories,100 tablets in 1 strip,,aceclofenac 100mg
source_6-75863,dololax tablet,source_6,True,9.4,8.27,helax healthcare,10 tablets in strip,strip,aceclofenac1000mg
source_7-90463,dololsac 50mg capsule dr,source_7,True,59.63,52.05,sac pharmaceuticals,,,diacerein 50mg
source_6-75864,dololsac dr capsules,source_6,True,115.0,101.2,cipla,10 capsules in strip,strip,diacerein
source_6-75865,dololup 20mg injection 2ml,source_6,True,8.0,7.04,lupin,2ml injection,injection,piroxicam200mg
source_7-90464,dololup 20mg tablet dt,source_7,True,6.37,6.2,lupin,100 tablet dt in 1 strip,,piroxicam 20mg
source_6-75866,dololup dt 20 mg strip of 10 tablets,source_6,True,6.37,5.61,lupin,10 tablets in strip,strip,piroxicam200mg
source_7-90465,dolomade sp 100mg325mg15mg tablet,source_7,True,99.0,86.4,made inn healthcare pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_7-90466,dolomade th 4mg100mg325mg tablet,source_7,True,149.0,144.0,made inn healthcare pvt,100 tablets in 1 strip,,thiocolchicoside 4mg aceclofenac 100mg paracetamol 325mg
source_6-75867,dolomark ds bottle of 60ml suspension,source_6,False,39.6,34.85,unimarck pharma india,60ml suspension in bottle,bottle,paracetamol acetaminophen2500mg
source_7-90467,dolomark oral suspension,source_7,True,34.51,33.5,mcw healthcare,600 ml in 1 bottle,,ibuprofen 100mg paracetamol 125mg
source_7-90468,dolomas 100mg325mg250mg tablet mr,source_7,True,74.0,71.7,mas life science,100 tablet mr in 1 strip,,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg
source_7-90469,dolomas 200mg tablet sr,source_7,True,52.0,45.36,mas life science,100 tablet sr in 1 strip,,aceclofenac 200mg
source_7-90470,dolomas p 100mg325mg tablet,source_7,True,43.0,37.53,mas life science,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_7-90471,dolomas sp 100mg325mg10mg tablet,source_7,True,93.0,81.18,mas life science,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 10mg
source_7-90472,dolomax 650mg tablet,source_7,True,126.0,122.0,arist health care,100 tablets in 1 strip,,doxofylline 650mg
source_7-90473,dolomec 90 tablet,source_7,True,114.0,111.0,mcw healthcare,100 tablets in 1 strip,,etoricoxib 90mg
source_7-90474,dolomec ace tablet,source_7,True,31.5,30.5,mcw healthcare,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_6-75868,dolomec ace tablets,source_6,True,33.85,29.79,mcw healthcare,10 tablets in strip,strip,aceclofenac1000mg paracetamol acetaminophen3250mg
source_2-39675,dolomec dp 25mg injection,source_2,True,14.4,11.81,mcw healthcare,,,diclofenac 25mg
source_6-75869,dolomec mf plus suspension 60ml,source_6,True,37.0,31.45,mcw healthcare,60ml suspension in bottle,bottle,mefenamic acid paracetamol
source_2-39676,dolomec mf plus syrup,source_2,True,37.99,31.15,mcw healthcare,,,mefenamic acid 100mgparacetamolacetaminophen 125
source_6-75870,dolomec mf suspension 60ml,source_6,True,29.11,25.62,mcw healthcare,60ml suspension in bottle,bottle,mefenamic acid paracetamol
source_7-90476,dolomec mf syrup,source_7,True,28.35,27.5,mcw healthcare,600 ml in 1 bottle,,mefenamic acid 50mg5ml paracetamol 125mg5ml
source_7-90477,dolomec mr tablet,source_7,True,212.0,206.0,mcw healthcare,100 tablets in 1 strip,,etoricoxib 60mg thiocolchicoside 4mg
source_6-75871,dolomec relief gel 30 gm,source_6,True,62.0,54.56,mcw healthcare,30g gel in tube,tube,unknown
source_1-65176,dolomec sp tablet,source_1,True,69.8,61.424,mcw healthcare,10,strip tablet,aceclofenac100mg paracetamol325mg serratiopeptidase15mg
source_6-75872,dolomec sp tablets,source_6,True,69.8,61.42,mcw healthcare,10 tablets in strip,strip,aceclofenac paracetamol serratiopeptidase
source_6-75873,dolomec strip of 10 tablets,source_6,True,11.25,9.9,mcw healthcare,10 tablets in strip,strip,ibuprofen4000mg methionine500mg paracetamol acetaminophen5000mg
source_1-65177,dolomec suspension,source_1,True,20.4,17.952,mcw healthcare,60,bottle suspension,ibuprofen100mg paracetamol1625mg
source_6-75874,dolomec suspension 60 ml,source_6,True,20.4,20.4,mcw healthcare,60ml suspension in bottle,bottle,unknown
source_2-39680,dolomec tablet,source_2,True,8.43,6.91,mcw healthcare,,,ibuprofen 400m000mgethionine 50mgparacetamolacetam
source_7-90481,dolomed 100 mg125 mg suspension,source_7,True,10.96,10.6,comed chemicals,600 ml in 1 bottle,,ibuprofen 100mg paracetamol 125mg
source_7-90482,dolomed 100 mg125 mg syrup,source_7,True,10.96,10.6,comed chemicals,500 ml in 1 bottle,,ibuprofen 100mg paracetamol 125mg
source_6-75875,dolomed 100mg suspension 60ml,source_6,True,10.96,9.64,comed chemicals pvt,60ml suspension in bottle,bottle,ibuprofen paracetamol
source_6-75876,dolomed 400325 mg strip of 10 tablets,source_6,True,14.5,14.5,comed chemicals pvt,10 tablets in strip,strip,ibuprofen4000mg paracetamol acetaminophen3250mg
source_7-90483,dolomed 400mg325mg tablet,source_7,True,14.5,14.1,comed chemicals,100 tablets in 1 strip,,ibuprofen 400mg paracetamol 325mg
source_6-75877,dolomed 600mg tablet,source_6,True,15.9,15.9,comed chemicals pvt,10 tablets in strip,strip,ibuprofen6000mg paracetamol acetaminophen3250mg
source_6-75878,dolomed 650mg strip of 10 tablets,source_6,False,14.5,14.5,comed chemicals pvt,10 tablets in strip,strip,paracetamol acetaminophen6500mg
source_6-75879,dolomed 650mg strip of 15 tablets,source_6,False,30.8,27.1,comed chemicals pvt,15 tablets in strip,strip,paracetamol acetaminophen6500mg
source_7-90484,dolomed 650mg tablet,source_7,False,33.5,24.93,comed chemicals,150 tablets in 1 strip,,paracetamol 650mg
source_1-65178,dolomed650 tablet 15s,source_1,False,33.5,29.5,comed chemicals,15,strip tablet,paracetamol650mg
source_6-75880,dolomed d tablet,source_6,True,14.5,12.76,comed chemicals pvt,10 tablets in strip,strip,ibuprofen4000mg paracetamol acetaminophen5000mg
source_6-75881,dolomed gel 30gm,source_6,False,31.5,27.72,comed chemicals pvt,30g gel in tube,tube,pain relif
source_1-65179,dolomedibu tablet 10s,source_1,True,17.0,14.9,comed chemicals,10,strip tablet,ibuprofen400mg paracetamol325mg
source_6-75882,dolomed mr strip of 10 tablets,source_6,True,18.15,18.15,comed chemicals pvt,10 tablets in strip,strip,chlorzoxazone2500mg ibuprofen4000mg paracetamol acetaminophen3250mg
source_7-90486,dolomed mr tablet,source_7,True,24.05,23.0,comed chemicals,100 tablets in 1 strip,,ibuprofen 400mg paracetamol 325mg chlorzoxazone 250mg
source_1-65180,dolomed mr tablet 10s,source_1,True,24.0,21.1,comed chemicals,10,strip tablet,chlorzoxazone250mg ibuprofen400mg paracetamol325mg
source_6-75883,dolomed strip of 10 tablets,source_6,True,15.9,15.9,comed chemicals pvt,10 tablets in strip,strip,ibuprofen4000mg paracetamol acetaminophen5000mg
source_6-75884,dolomed strip of 20 tablets,source_6,True,15.08,13.27,comed chemicals pvt,20 tablets in strip,strip,ibuprofen paracetamol
source_6-75885,dolomed t 100mg injection,source_6,True,15.0,13.2,comed chemicals pvt,2ml injection,injection,tramadol1000mg
source_7-90487,dolomed t 100mg tablet sr,source_7,True,59.63,52.05,comed chemicals,,,tramadol 100mg
source_6-75886,dolomed t 375 mg capsule 10,source_6,True,100.0,88.0,comed chemicals pvt,10 capsules in strip,strip,unknown
source_6-75887,dolomed t 50mg injection,source_6,True,12.0,10.56,comed chemicals pvt,1ml injection,injection,tramadol500mg
source_6-75888,dolomed t sr 100mg tablets,source_6,True,100.0,88.0,comed chemicals pvt,10 tablets in strip,strip,tramadol500mg
source_1-65181,dolomedt tablet 10s,source_1,True,53.5,47.1,comed chemicals,10,strip tablet,paracetamol325mg tramadol375mg
source_1-65182,dolomed tablet 10s,source_1,True,15.5,13.6,comed chemicals,10,strip tablet,ibuprofen400mg paracetamol325mg
source_7-90488,dolomeg 200mg325mg tablet,source_7,True,48.0,46.5,egzeon pharmaceuticals pvt,100 tablets in 1 strip,,diclofenac 200mg paracetamol 325mg
source_7-90489,dolomeg mr 250mg200mg325mg tablet,source_7,True,55.0,53.3,egzeon pharmaceuticals pvt,100 tablets in 1 strip,,chlorzoxazone 250mg diclofenac 200mg paracetamol 325mg
source_7-90490,dolomeg sp 200mg325mg10mg tablet,source_7,True,75.0,72.7,egzeon pharmaceuticals pvt,100 tablets in 1 strip,,diclofenac 200mg paracetamol 325mg serratiopeptidase 10mg
source_7-90491,dolomeg th 4mg200mg tablet,source_7,True,182.0,176.0,egzeon pharmaceuticals pvt,100 tablets in 1 strip,,thiocolchicoside 4mg diclofenac 200mg
source_7-90492,dolomet 500mg tablet,source_7,False,7.0,5.3,symet drugs,100 tablets in 1 strip,,paracetamol 500mg
source_1-65184,dolomide tablet 10s,source_1,True,52.0,45.8,ranbaxy pharma,10,strip tablet,nimesulide100mg paracetamol500mg
source_6-75889,dolomine 500mg tablets,source_6,False,74.5,65.56,cassel research laboratories,10 tablets in strip,strip,paracetamol acetaminophen5000mg
source_6-75890,dolomine 650mg tablet,source_6,False,18.0,15.3,cassel research laboratories,10 tablets in strip,strip,paracetamol acetaminophen6500mg
source_1-65185,dolomine 650 mg tablet 10s,source_1,False,18.0,15.84,cassel research laboratories pvt,10,strip tablet,paracetamol650mg
source_6-75891,dolomine plus tablets,source_6,True,20.79,17.67,cassel research laboratories,10 tablets in strip,strip,aceclofenac paracetamol
source_2-39682,dolomine tablet,source_2,True,57.0,46.74,axon drugs pvt,,,doxylamine navitamin b6 pyridoxine na
source_1-65186,dolomol 125mg oral suspension,source_1,False,21.25,18.7,micro labs,60,bottle suspension,unknown
source_6-75892,dolomol 125 mg syrup 60 ml,source_6,False,13.75,13.75,micro labs,60ml syrup in bottle,bottle,paracetamol acetaminophen1250mg
source_2-39683,dolomol 250mg5ml syrup,source_2,True,29.55,24.23,micro labs,,,paracetamolacetaminophen 250mg5ml
source_6-75893,dolomol 250mg bottle of 60ml suspension,source_6,False,37.71,32.05,micro labs,60ml suspension in bottle,bottle,paracetamol acetaminophen2500mg5ml
source_6-75894,dolomol 500mg tablet,source_6,False,9.96,9.96,micro labs,10 tablets in strip,strip,paracetamol acetaminophen5000mg
source_6-75895,dolomol 650 mg tablet 10,source_6,False,2.0,2.0,pangea pharma,10 tablets in strip,strip,unknown
source_2-39684,dolomol iv 100ml,source_2,True,279.0,228.78,micro labs,,,unknown
source_7-90494,dolomonsp tablet,source_7,True,119.0,115.0,m d pharmaceuticals pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_1-65189,dolomon th 4 tablet,source_1,True,175.0,154.0,m d pharmaceuticals pvt,10,strip tablet,aceclofenac100mg thiocolchicoside4mg
source_1-65190,dolomor cold ds suspension 60 ml,source_1,True,90.0,79.2,unipark biotech pvt,60,bottle oral suspension,chlorpheniramine2mg paracetamol250mg phenylephrine5mg
source_1-65191,dolomor cold susension 60 ml,source_1,True,75.0,66.0,unipark biotech pvt,60,bottle suspension,chlorpheniramine1mg paracetamol125mg phenylephrine25mg
source_1-65192,dolomor gel 30 gm,source_1,False,99.0,87.1,unipark biotech pvt,30,tube gel,diclofenac1ww linseed oil3ww menthol5ww methyl salicylate10ww
source_1-65193,dolomor gel 50 gm,source_1,False,170.0,149.6,unipark biotech pvt,50,tube gel,diclofenac1ww linseed oil3ww menthol5ww methyl salicylate10ww
source_1-65194,dolomor mr tablet 10s,source_1,True,91.0,80.1,unipark biotech pvt,10,strip tablet,chlorzoxazone250mg diclofenac50mg paracetamol325mg
source_1-65195,dolomorp tablet 10s,source_1,True,50.0,44.0,unipark biotech pvt,10,strip tablet,diclofenac50mg paracetamol325mg
source_1-65196,dolomor plus tablet 10s,source_1,True,69.0,60.7,unipark biotech pvt,10,strip tablet,caffeine30mg diphenhydramine25mg paracetamol325mg phenylephrine5mg
source_1-65197,dolomorsp tablet 10s,source_1,True,81.0,71.3,unipark biotech pvt,10,strip tablet,diclofenac50mg paracetamol325mg serratiopeptidase10mg
source_1-65198,dolomort tablet 10s,source_1,True,149.0,131.1,unipark biotech pvt,10,strip tablet,diclofenac50mg tolperisone150mg
source_6-75896,dolona injection,source_6,True,5.16,4.54,agron remedies,3ml injection,injection,diclofenac750mg
source_6-75897,dolona p tablets,source_6,True,104.0,91.52,agron remedies,10 tablets in strip,strip,diclofenac potassium paracetamol
source_1-65199,dolonac gel 30 gm,source_1,False,149.5,131.6,sumac pharma pvt,30,tube gel,diclofenac sodium1ww linseed oil3wwmethyl salicylate menthol5ww
source_7-90496,dolonacp tablet,source_7,True,45.0,43.6,baroque pharmaceuticals pvt,100 tablets in 1 strip,,diclofenac 50mg paracetamol 325mg
source_1-65201,dolonac pc tablet,source_1,True,52.0,45.76,baroque pharmaceuticals pvt,10,strip tablet,chlorzoxazone500mg diclofenac50mg paracetamol325mg
source_1-65202,dolonar 20mg tablet dt,source_1,True,47.0,41.36,zennar life sciences,10,strip tablet,piroxicam20mg
source_7-90499,dolonase 50 mg10 mg tablet,source_7,True,53.93,52.3,profess health products pvt,100 tablets in 1 strip,,diclofenac 50mg serratiopeptidase 10mg
source_7-90500,dolonase a tablet,source_7,True,30.75,29.8,profess health products pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_6-75898,dolonase a tablet 10,source_6,True,35.0,30.8,profess health products pvt,10 tablets in strip,strip,aceclofenac1000mg paracetamol acetaminophen3250mg
source_6-75899,dolonase sp tablet 10,source_6,True,82.0,82.0,profess health products pvt,10 tablets in strip,strip,diclofenac500mg serratiopeptidase100mg
source_6-75900,dolonase spray 60 ml,source_6,True,175.0,154.0,profess health products pvt,60ml spray in bottle,bottle,unknown
source_6-75901,dolonase strip of 10 tablets,source_6,True,64.0,64.0,profess health products pvt,10 tablets in strip,strip,diclofenac500mg serratiopeptidase100mg
source_1-65203,dolonase tablet 10s,source_1,True,64.0,56.3,profess health product pvt,10,strip tablet,diclofenac50mg serratiopeptidase10mg
source_7-90501,dolonat tablet,source_7,True,59.63,52.05,pfizer,,,tramadol 375mg paracetamol 325mg
source_1-65204,dolonat tablet,source_1,True,53.0,46.64,phizer,10,strip tablet,paracetamol325mg tramadol375mg
source_6-75903,dolonek excel gel,source_6,True,60.0,52.8,kentreck laboratories pvt,30g gel in tube,tube,benzyl alcohol diclofenac menthol methyl salicylate
source_6-75904,doloneuron 100mg strip of 10 tablets,source_6,True,140.0,123.2,pulse pharmaceuticals pvt,10 tablets in strip,strip,vitamin b12 mecobalamin cynocobalamin methylcobalamin5000 mcg gabapentin1000mg
source_6-75905,doloneuron 100mg strip of 15 tablets,source_6,True,153.11,134.74,pulse pharmaceuticals pvt,15 tablets in strip,strip,vitamin b12 mecobalamin cynocobalamin methylcobalamin5000 mcg gabapentin1000mg
source_7-90502,doloneuron 100 tablet,source_7,True,168.0,141.3,pulse pharmaceuticals,150 tablets in 1 strip,,gabapentin 100mg methylcobalamin 500mcg
source_1-65205,doloneuron 100 tablet 15s,source_1,True,168.0,147.8,pulse pharmaceuticals,15,strip tablet,gabapentin100mg methylcobalamin500mcg
source_6-75906,doloneuron 300mg strip of 10 tablets,source_6,True,190.32,177.0,pulse pharmaceuticals pvt,10 tablets in strip,strip,gabapentin3000mg vitamin b12 mecobalamin cynocobalamin methylcobalamin5000 mcg
source_7-90503,doloneuron 300 tablet,source_7,True,205.5,184.5,pulse pharmaceuticals,100 tablets in 1 strip,,gabapentin 300mg methylcobalamin 500mcg
source_1-65206,doloneuron 300 tablet 10s,source_1,True,205.5,180.8,pulse pharmaceuticals,10,strip tablet,gabapentin300mg methylcobalamin500mcg
source_6-75907,doloneuron nt 10010mg strip of 10 tablets,source_6,True,79.0,69.52,pulse pharmaceuticals pvt,10 tablets in strip,strip,nortriptyline100mg gabapentin1000mg
source_7-90504,doloneuron nt 100 tablet,source_7,True,95.0,85.5,pulse pharmaceuticals,100 tablets in 1 strip,,gabapentin 100mg nortriptyline 10mg
source_1-65207,doloneuron nt 100 tablet 10s,source_1,True,95.0,83.6,pulse pharmaceuticals,10,strip tablet,gabapentin100mg nortriptyline10mg
source_7-90505,doloneuronnt 200 tablet,source_7,True,174.5,144.0,pulse pharmaceuticals,100 tablets in 1 strip,,gabapentin 200mg nortriptyline 10mg
source_1-65208,doloneuronnt 200 tablet 10s,source_1,True,174.5,153.6,pulse pharmaceuticals,10,strip tablet,gabapentin200mg nortriptyline10mg
source_6-75908,doloneuron nt 400mg strip of 10 tablets,source_6,True,237.0,208.56,pulse pharmaceuticals pvt,10 tablets in strip,strip,gabapentin4000mg nortriptyline100mg
source_1-65209,doloneuronnt capsule 10s,source_1,True,284.5,250.4,pulse pharmaceuticals,10,strip capsule,gabapentin400mg nortriptyline10mg
source_2-39690,doloneuron nt tablet,source_2,True,86.5,70.93,pulse pharmaceuticals,,,gabapentin 400mgnortriptyline 10mg
source_6-75909,doloneuron pg 75mg capsule,source_6,True,79.0,79.0,pulse pharmaceuticals pvt,10 capsules in strip,strip,vitamin b12 mecobalamin cynocobalamin methylcobalamin7500 mcg pregabalin750mg
source_2-39691,doloneuron pg 75mg capsule,source_2,True,79.0,64.78,pulse pharmaceuticals,,,methylcobalaminmecobalamin 750mcgpregabalin 75mg
source_2-39692,dolonex 10mg capsule,source_2,True,69.77,57.21,pfizer,,,piroxicam 10mg
source_6-75911,dolonex 20mg ampoule of 1ml injection,source_6,True,31.85,26.44,pfizer,1ml injection in ampoule,ampoule,piroxicam200mg
source_2-39693,dolonex 20mg capsule,source_2,True,196.22,160.9,pfizer,,,piroxicam 20mg
source_6-75912,dolonex 20mg strip of 10 capsules,source_6,True,189.47,166.73,pfizer,10 capsules in strip,strip,piroxicam200mg
source_1-65210,dolonex 40 mg im injection 5 x 2 ml,source_1,True,320.0,281.6,pfizer,5 x 2,box injection,piroxicam40mg
source_2-39694,dolonex 40 mg injection,source_2,True,165.0,135.3,pfizer,,,piroxicam 40mg
source_6-75913,dolonex 5mg gel 15gm,source_6,False,79.75,70.18,pfizer,15g gel in tube,tube,piroxicam50mg
source_6-75914,dolonex dt 10mg strip of 15 tablets,source_6,True,178.4,156.99,pfizer,15 tablets in strip,strip,piroxicam100mg
source_3-2159,dolonex dt 20mg tab 1x15,source_3,True,237.0,201.45,pfizer pharmaceutical india pvt,15,strip,piroxicam 20mg
source_6-75915,dolonex dt 20mg tablet,source_6,True,215.82,189.92,pfizer,10 tablets in strip,strip,piroxicam200mg
source_2-39695,dolonex dt 20mg tablet,source_2,True,237.0,194.34,pfizer,,,piroxicam 20mg
source_1-65211,dolonex dt 20 mg tablet 10s,source_1,True,215.5,189.6,pfizer,10,strip tablet,piroxicam20mg
source_1-65212,dolonex dt 20 mg tablet 15s,source_1,True,237.0,208.6,pfizer,15,strip tablet,piroxicam20mg
source_6-75916,dolonex dt 20 strip of 15 tablets,source_6,True,237.0,208.56,pfizer,15 tablets in strip,strip,piroxicam200mg
source_6-75917,dolonex e 120 mg strip of 15 tablets,source_6,True,306.87,270.05,pfizer,15 tablets in strip,strip,etoricoxib1200mg
source_7-90510,dolonex e 120mg tablet,source_7,True,306.87,276.18,pfizer,150 tablets in 1 strip,,etoricoxib 120mg
source_1-65213,dolonex e 120 mg tablet 15s,source_1,True,306.5,269.72,pfizer,15,strip tablet,etoricoxib120mg
source_6-75918,dolonex e 60mg strip of 15 tablets,source_6,True,211.18,179.5,pfizer,15 tablets in strip,strip,etoricoxib600mg
source_7-90511,dolonex e 60mg tablet,source_7,True,211.18,202.0,pfizer,150 tablets in 1 strip,,etoricoxib 60mg
source_1-65214,dolonex e 60 mg tablet 15s,source_1,True,211.0,185.68,pfizer,15,strip tablet,etoricoxib60mg
source_6-75919,dolonex e 90mg strip of 15 tablets,source_6,True,237.58,209.07,pfizer,15 tablets in strip,strip,etoricoxib900mg
source_7-90512,dolonex e 90mg tablet,source_7,True,59.63,237.58,pfizer,150 tablets in 1 strip,,etoricoxib 90mg
source_1-65215,dolonex e 90 tablet 15s,source_1,True,237.5,209.0,pfizer,15,strip tablet,etoricoxib90mg
source_7-90513,dolonex gel,source_7,False,59.63,79.75,pfizer,150 gm in 1 tube,,piroxicam 05 ww
source_3-2160,dolonex gel 15gm,source_3,True,70.32,59.77,pfizer pharmaceutical india pvt,15,tube,piroxicam 5mg
source_1-65216,dolonex gel 15 gm,source_1,False,79.5,69.96,pfizer,15,tube gel,piroxicam5mg
source_1-65217,dolonex im 20 mg injection 1 ml,source_1,True,35.0,30.8,pfizer,1,ampoule injection,piroxicam20mg
source_6-75920,dolonex im ampoule of 2ml solution for injection,source_6,True,58.42,51.41,pfizer,2ml solution for injection in ampoule,ampoule,piroxicam400mg
source_6-75921,dolonex im ampoule of 2ml solution for injection pack of 5,source_6,True,86.43,76.06,pfizer,2ml solution for injection in ampoule,ampoule,piroxicam400mg
source_2-39697,dolonex im injection,source_2,True,31.85,26.12,pfizer,,,piroxicam 20mg
source_2-39698,dolonex injection 2ml,source_2,True,53.12,43.56,pfizer,,,piroxicam 20m000mgl
source_2-39699,dolonex rapid 20mg tablet,source_2,True,123.78,101.5,pfizer,,,piroxicam 20mg
source_6-75922,dolonex rapid 20mg tablets,source_6,True,136.15,136.15,pfizer,10 tablets in strip,strip,piroxicam200mg
source_1-65218,dolonex rapid 20 tablet 10s,source_1,True,136.15,119.812,pfizer,10,strip tablet,piroxicam20mg
source_7-90517,doloni 75mg injection,source_7,True,10.0,9.7,gerrysun pharmaceuticals pvt,10 injection in 1 ampoule,,diclofenac 75mg
source_6-75923,doloni ampoule of 3ml injection,source_6,True,4.0,4.0,nimoli pharmaceuticals pvt,3ml injection in ampoule,ampoule,diclofenac sodium750mg
source_2-39700,dolonice 25mg injection,source_2,True,7.9,6.48,mhs pharmaceuticals pvt,,,diclofenac 25m000mgl
source_2-39701,dolonide 100mg tablet,source_2,True,30.0,24.6,sanbury pharmaceuticals pvt,,,nimesulide 100mg
source_7-90519,dolonik 20mg tablet dt,source_7,True,46.0,44.6,saffron medicare pvt,100 tablet dt in 1 strip,,piroxicam 20mg
source_1-65219,dolonik 40mg injection,source_1,True,31.0,27.28,saffron medicare pvt,2,vial injection,piroxicam40mg
source_6-75924,dolonil 50mg capsules,source_6,True,40.0,35.2,rosch elmer pharmaceuticals pvt,10 capsules in strip,strip,diacerein500mg
source_2-39702,dolonim 100mg capsule,source_2,True,38.5,31.57,varun life sciences pvt,,,nimesulide 100mg
source_2-39703,dolonim 200mg capsule sr,source_2,True,39.0,31.98,varun life sciences pvt,,,nimesulide 200mg
source_7-90523,dolonim 50mg syrup,source_7,True,15.0,14.5,baxter india pvt,600 ml in 1 bottle,,nimesulide 50mg
source_6-75925,dolonim active gel,source_6,False,62.0,52.7,micro labs,30g gel in tube,tube,aconitum napellus dh20 2 arsenicum album dh18 3 asafoetida dh20 4 calcarea carbonica dh16 5 conium maculatum ipecacuanha dh13 7 phosphoru
source_6-75926,dolonim dt 100mg strip of 15 tablets,source_6,True,45.87,40.37,plus india pharma,15 tablets in strip,strip,nimesulide1000mg
source_6-75927,dolonim gold 100500 mg tablet 10,source_6,True,37.0,37.0,micro labs,10 tablets in strip,strip,nimesulide1000mg paracetamol acetaminophen5000mg
source_7-90524,dolonim mr 100mg2mg tablet,source_7,True,59.63,52.05,baxter india pvt,,,nimesulide 100mg tizanidine 2mg
source_7-90525,dolonim p 100mg500mg tablet,source_7,True,25.0,24.2,baxter india pvt,100 tablets in 1 strip,,nimesulide 100mg paracetamol 500mg
source_2-39705,dolonim tablet,source_2,True,45.87,37.61,plus pharma,,,nimesulide na
source_6-75928,dolonim tablets,source_6,True,32.0,27.2,micro labs,10 tablets in strip,strip,nimesulide paracetamol
source_7-90526,dolonip 20mg injection,source_7,True,28.4,24.75,dhamus pharma,20 ml in 1 vial,,piroxicam 20mg
source_7-90527,dolonip 20mg tablet,source_7,True,49.4,47.9,dhamus pharma,100 tablets in 1 strip,,piroxicam 20mg
source_6-75929,dolonip 250 mg syrup 60 ml,source_6,True,45.0,39.6,standard pharmaceuticals,60ml syrup in bottle,bottle,unknown
source_2-39706,dolonip 500mg tablet,source_2,True,45.0,36.9,standard pharmaceuticals,,,paracetamolacetaminophen 500mg
source_6-75930,dolonip tablets,source_6,True,45.0,39.6,standard pharmaceuticals,10 tablets in strip,strip,paracetamol tramadol
source_1-65220,dolonis gel 30 gm,source_1,False,100.0,88.0,galenis life science pvt,30,tube gel,unknown
source_1-65221,dolonismr tablet 10s,source_1,True,165.0,145.2,galenis life science pvt,10,strip tablet,chlorzoxazone500mg diclofenac50mg paracetamol325mg
source_7-90528,dolonix mf oral suspension,source_7,True,43.9,38.34,blue planet laboratories pvt,600 ml in 1 bottle,,mefenamic acid 100mg paracetamol 250mg
source_7-90529,dolono 40mg injection,source_7,True,45.0,39.24,welgenic pharma,20 ml in 1 vial,,piroxicam 40mg
source_1-65223,dolonol tablet,source_1,True,34.3,30.184,overseas pharma pvt,10,strip tablet,caffeine25mg paracetamol325mg
source_1-65224,dolonovasp tablet 10s,source_1,True,90.0,79.2,medinova labs,10,strip tablet,aceclofenac100mg paracetamol325mg serratiopeptidase15mg
source_2-39707,dolonx cd tablet,source_2,True,58.21,47.73,adcock ingram healthcare pvt,,,piroxicam na
source_2-39708,dolop plus 325mg375mg tablet,source_2,True,9.52,7.81,aurum life science pvt,,,paracetamolacetaminophen 325mgtramadol 375mg
source_6-75931,dolop plus 375325 mg tablet 10,source_6,True,9.52,8.38,aurum life science pvt,10 tablets in strip,strip,unknown
source_7-90532,dolop plus 375mg325mg tablet,source_7,True,59.63,52.05,aurum life science pvt,,,tramadol 375mg paracetamol 325mg
source_7-90533,dolopac 50 mg500 mg tablet,source_7,True,33.75,32.7,bioguard organics,100 tablets in 1 strip,,diclofenac 50mg paracetamol 500mg
source_7-90534,dolopac mr 250mg50mg500mg tablet,source_7,True,35.0,33.9,bioguard organics,100 tablets in 1 strip,,chlorzoxazone 250mg diclofenac 50mg paracetamol 500mg
source_6-75932,dolopac sp 5010 mg tablet 10,source_6,True,59.0,51.92,bioguard organics,10 tablets in strip,strip,diclofenac500mg serratiopeptidase100mg
source_7-90535,dolopac sp 50 mg10 mg tablet,source_7,True,60.0,58.2,bioguard organics,100 tablets in 1 strip,,diclofenac 50mg serratiopeptidase 10mg
source_1-65227,dolopar 120 oral suspension 60 ml,source_1,True,40.0,35.2,micro labs,60,bottle oral suspension,paracetamol120mg
source_6-75933,dolopar 125mg suspension 60ml,source_6,False,22.85,19.65,micro labs,60ml suspension in bottle,bottle,paracetamol acetaminophen1250mg
source_1-65228,dolopar 125 mg syrup 60 ml,source_1,False,23.0,20.24,micro labs,60,bottle syrup,paracetamol125mg
source_2-39712,dolopar 125 oral suspension,source_2,True,22.18,18.19,micro labs,,,paracetamolacetaminophen 125mg5ml
source_6-75934,dolopar 15625mg syrup 60ml,source_6,False,33.0,33.0,micro labs,60ml syrup in bottle,bottle,paracetamol
